3.6,0.00,0
8.2,8.33,1
9.2,6.67,1
4.6,3.33,0
0.6,0.00,0
9.2,3.33,1
8.4,3.33,1
9.6,3.33,1
9.6,6.67,1
9.6,6.67,1
9.6,8.33,1
8.4,8.33,1
9.2,5.00,1
4.8,0.00,0
9.4,6.67,1
6.8,5.00,1
8.2,5.00,1
5.4,0.00,0
8.4,6.67,1
9.2,3.33,1
9.2,6.67,1
